Data type,UnitTypeInput Id,UnitTypeInput Name,Unit Input Custom Name,Timestamp,Timestamp short (UTC),Value,Base,Unit Id,Unit Name
Hourly accumulated-heat,4701,Input 1,Energy,2023-11-01T19:00:00.0000000+00:00,11/1/2023 7:00:00 PM,577000,kWh,15456,Billing heatmeter MC602
Hourly Power,4702,Input 2,Power,2023-11-01T19:00:00.0000000+00:00,11/1/2023 7:00:00 PM,1676.42895552778,W,15456,Billing heatmeter MC602
Hourly accumulated-flow,4703,Input 3,Volume,2023-11-01T19:00:00.0000000+00:00,11/1/2023 7:00:00 PM,24314.2015622795,m3,15456,Billing heatmeter MC602
Hourly uncalibrated-flow-speed,4704,Input 4,Flow,2023-11-01T19:00:00.0000000+00:00,11/1/2023 7:00:00 PM,148.107965021389,L/h,15456,Billing heatmeter MC602
Hourly Temperature,4705,Input 5,Temp supply,2023-11-01T19:00:00.0000000+00:00,11/1/2023 7:00:00 PM,62.3319553018583,°C,15456,Billing heatmeter MC602
Hourly Temperature,4706,Input 6,Temp return,2023-11-01T19:00:00.0000000+00:00,11/1/2023 7:00:00 PM,52.1280183661361,°C,15456,Billing heatmeter MC602
Hourly Total Power,0,,,2023-11-01T20:00:00.0000000+00:00,11/1/2023 8:00:00 PM,1608.54786436111,W,15456,Billing heatmeter MC602
Hourly accumulated-heat,4701,Input 1,Energy,2023-11-01T20:00:00.0000000+00:00,11/1/2023 8:00:00 PM,577000,kWh,15456,Billing heatmeter MC602
Hourly Power,4702,Input 2,Power,2023-11-01T20:00:00.0000000+00:00,11/1/2023 8:00:00 PM,1608.54786436111,W,15456,Billing heatmeter MC602
Hourly accumulated-flow,4703,Input 3,Volume,2023-11-01T20:00:00.0000000+00:00,11/1/2023 8:00:00 PM,24314.3490885728,m3,15456,Billing heatmeter MC602
Hourly uncalibrated-flow-speed,4704,Input 4,Flow,2023-11-01T20:00:00.0000000+00:00,11/1/2023 8:00:00 PM,151.000281254167,L/h,15456,Billing heatmeter MC602
Hourly Temperature,4705,Input 5,Temp supply,2023-11-01T20:00:00.0000000+00:00,11/1/2023 8:00:00 PM,61.588594872375,°C,15456,Billing heatmeter MC602
Hourly Temperature,4706,Input 6,Temp return,2023-11-01T20:00:00.0000000+00:00,11/1/2023 8:00:00 PM,51.9903607966028,°C,15456,Billing heatmeter MC602
Hourly Total Power,0,,,2023-11-01T21:00:00.0000000+00:00,11/1/2023 9:00:00 PM,1616.94865072222,W,15456,Billing heatmeter MC602
Hourly accumulated-heat,4701,Input 1,Energy,2023-11-01T21:00:00.0000000+00:00,11/1/2023 9:00:00 PM,577000,kWh,15456,Billing heatmeter MC602
Hourly Power,4702,Input 2,Power,2023-11-01T21:00:00.0000000+00:00,11/1/2023 9:00:00 PM,1616.94865072222,W,15456,Billing heatmeter MC602
Hourly accumulated-flow,4703,Input 3,Volume,2023-11-01T21:00:00.0000000+00:00,11/1/2023 9:00:00 PM,24314.5117250117,m3,15456,Billing heatmeter MC602
Hourly uncalibrated-flow-speed,4704,Input 4,Flow,2023-11-01T21:00:00.0000000+00:00,11/1/2023 9:00:00 PM,151.593806752778,L/h,15456,Billing heatmeter MC602
